kimi version 0.39.1
• Let me do the startup recovery reads.

• 我先做启动恢复，读取三份必读文件。

• The last 20 lines read. The startup reminder says to read .kdo/CAPSULE_STARTUP.md, but the task says "启动恢复（必做）" with the three files. I did the three. Per startup, also should check cron doorbell. But priority: claim #613.

  Task: 领取施工 #613（#586 批 reviewed_by=pending 元数据残留排查补齐）. yaml.safe_load parsing, no regex (E017).

  First find the task file. Let me look for task_...613... in 70_product/tasks/. Also read the queue. Let me proceed.

• 启动恢复已完成。现在查找 #613 任务单并确认队列状态。队列总任务数: 196
queued: 2
claimed: 0
pending_review: 0


• Now claim #613. First check queue status - it shows 2 queued. Queue discipline: cannot claim if there's pending_review ahead. status shows pending_review: 0, claimed: 0, so fine. Claim #613.

• 任务单规格清楚。先领取 #613。任务 613 不在生产队列中


✅ task_20260902_laowantong-586batch-reviewedby-residue-fix 已领取为 claimed-laowantong-kimi

✅ dashboard.html 已生成 (196 个任务)
   待领取: 0  |  审查中: 0  |  进行中: 2  |  已完成: 194
• Claimed. Now the task:

  1. Scan 30_wiki for cards with `status: reviewed` and `reviewed_by: pending` (or missing reviewed_by/review_date), using yaml.safe_load (no regex for frontmatter parsing).
  2. For cards with evidence of real review (#586 batch or others with commit/task evidence), fix reviewed_by: 欧阳锋 + review_date (from git log). For cards without evidence, don't change, list separately.
  3. Only touch frontmatter three fields.

  Write a Python script that:
  - Walks 30_wiki/**/*.md
  - Extracts frontmatter via yaml.safe_load (split on --- delimiters is fine, but parsing must be yaml, not regex extracting values)
  - Collects cards where status==reviewed and (reviewed_by missing or =='pending' or review_date missing)

  Then for each, find evidence: git log of the file for review commits? The #586 batch — task_20260901_laowantong-candy-collection-batch. #586 PASS per todos. Actually review evidence: the queue / task file review records. Let me first write and run the scan.

  Note mixed CRLF files. Frontmatter parsing: read file, check startswith '---', find next '---' line, yaml.safe_load the block.

  Let me write the scan script in _tmp.

• 领取成功。现在写排查脚本（yaml.safe_load 解析，禁正则扫 frontmatter）。

扫描文件数: 2949
YAML/读取错误数: 2
  ERROR C:\Users\Administrator\Desktop\wiki\30_wiki\dark-knowledges\dk-digest-registration-gap.md: yaml: while parsing a block mapping
  in "<unicode string>", line 33, column 3:
    - signal: 卡文件存在（ls 能看见）但 grep 不到任何 ... 
      ^
expected <block end>, but found '<scalar>'
  in "<unicode string>", line 35, column 20:
      implication: "存在"不等于"注册"——2026-08-23 周检实测 12 张核心卡 ... 
                       ^
  ERROR C:\Users\Administrator\Desktop\wiki\30_wiki\_archive\plan_20260531_data-curator-v1.1.md: yaml: while parsing a block mapping
  in "<unicode string>", line 2, column 1:
    id: plan_20260531_data-curator-v1.1
    ^
expected <block end>, but found '-'
  in "<unicode string>", line 14, column 1:
    - src_20260531_ai-data-understanding
    ^
命中卡数: 530
- 30_wiki\agent-specs\agent-spec-fengqingyang-observer.md | id=agent-spec-fengqingyang-observer | type=agent-spec | author=laowantong | reviewed_by=待审 | review_date=<missing> | updated_at=2026-08-23
186:| 6 | pre-submit 16/16 | 终审者亲跑 `python -m kdo pre-submit -f <16件>`（分两批 8+8） | **16/16 PASS**（26 条 WARNING 均 #542 提示制不拦截级） | ✅ 达标 |
194:**结论**：**PASS A-**。15 卡+1 skill（deep-debug 433 行）+Wave0 翻译 3 篇全部入库合规，任务闭环。流转由 queue_transition.py 执行，队列行 reviewed、本记录落任务单、todos 留痕三写完成。
• #586 final review: PASS A- on 2026-09-01 07:45 by 欧阳锋. 15 cards + 1 skill + Wave0 translations. I need the card list of #586. Let me read the task file's deliverables / 完成内容 to get the 15 cards list, and compare with the 11 hits updated 09-01.

  The 11 hits updated 09-01:
  1. case-jovida-ai-life-coach
  2. concept-agent-university
  3. concept-brooks-three-lies-culture
  4. dk-brooks-cost-of-knowing
  5. dk-koupen-decision-tiering-compromise
  6. framework-lobster-opt-one-person-team
  7. framework-muse-ai-full-map-v1
  8. method-anthropic-skill-design-patterns
  9. method-key-assumption-abcd
  10. method-obsidian-km-camp
  11. method-spin-linking-sales-marketing
  12. tool-ai-koupen-training-partner-design

  Wait that's 12 with updated 09-01 (I counted 12 lines above). Let me recount: case-jovida, concept-agent-university, concept-brooks-three-lies-culture, dk-brooks-cost-of-knowing, dk-koupen-decision-tiering-compromise, framework-lobster, framework-muse, method-anthropic-skill, method-key-assumption, method-obsidian, method-spin, tool-ai-koupen = 12 cards. Plus older 5: dk-p15-unverified, high-density-composite-compilation-strategy, tool-yitang-best-practice-as-golden-finger, tool-yitang-channel-industrialization-node-design, tool-yitang-channel-scan-cheat-sheet. Total 17.

  Need to check #586's card list to see which of the 12 are in #586 batch. Let me read the task file's deliverables section.

• #586 返工复审 PASS A-（2026-09-01 07:45 欧阳锋）。需对照 #586 的 15 卡清单确认哪些命中卡属该批。49:- **Wave 1（高价值优先）**：Live257 数字讲故事 / Live260 口喷（脱敏）/ 高阶Skill设计指南 / MUSE 框架卡
50:- **Wave 2**：布鲁克斯×2 / SPIN 方法卡 / 龙虾OPT / Agent大学 / deep-debug skill 化
67:- skill 化 ≥1 件（deep-debug）
118:**交付物**：同初版 15 卡 + skill `40_outputs/capabilities/skills/shared/deep-debug/SKILL.md`（433 行）+ Wave0 翻译 3 篇不变；本返工改 6 个文件：`30_wiki/dark-knowledges/dk-brooks-cost-of-knowing.md`、`30_wiki/concepts/concept-brooks-three-lies-culture.md`、`30_wiki/frameworks/framework-lobster-opt-one-person-team.md`、`30_wiki/concepts/concept-agent-university.md`、`30_wiki/frameworks/framework-muse-ai-full-map-v1.md`、`40_outputs/capabilities/skills/shared/deep-debug/SKILL.md`。
120:**完成内容**：按终审返工清单 6 项逐项修复——①dk-brooks 补齐 `## 使用场景`（5 场景表）/`## 操作方法`（5 步）/`## 为什么值钱`（4 论证）三节（pre_submit.py DK_REQUIRED_SECTIONS 白名单对齐）；②lobster 卡 wujue-architecture 死链共 3 处改指真实载体 `[[framework-community-knowledge-production-failure-modes]]`（终审判 2 处，实测 grep 全库唯一命中是本卡自身，第 3 处在 Synthesis 表说明文字，一并修复）；③agent-university 移除死链 related 项 `concept-agent-university-observation`（vault 无此卡）；④deep-debug SKILL.md 补 frontmatter `title: Deep Debug 深度调试技能`/`status: enriched`/`reviewed_by: pending`/`updated_at: 2026-09-01` + 顶层 `tags`（audience:builder/scene:debugging/skill-level:intermediate，对齐 feishu-publish 等已过审 skill 惯例）；⑤4 张概念/框架卡各补「## 外部验证」节：brooks 概念卡 L1 实测 TED 官方页 200+标题核对（`ted.com/talks/david_brooks_the_lies_our_culture_tells_us_about_what_matters_and_a_better_way_to_live`）+ B站双源视频 200 + Rogers 创新扩散理论 L2 对齐（baike 词条 200）+ Weave 项目 403 反爬如实标注；MUSE 卡 L2 学理对齐（Rogers 扩散理论）+ a16z AI Canon 200 + 「U/S 字母仲裁无外部源可解」降级声明；lobster/agent-university 两张内部设想稿卡按返工清单口径写明「无外部独立源」降级依据+学理对齐 L2 替代（Anthropic Building Effective Agents 200/Agent Skills 官方文档 200/SWE-bench 200/Sam Altman 博客 200 域级）并标注层级；⑥16 件全部重跑 pre-submit。
148:- **存在性核查**：15 卡全部亲验存在+git tracked；skill deep-debug/SKILL.md 在库（433 行）；Wave0 翻译 3 篇在 `00_inbox/学习candy合集/translations/`，行数对齐实测 1989/1988、1193/1192、505/504（各+1 行标题，成立）✅
150:  1. `dk-brooks-cost-of-knowing.md` — 缺 3 个必需节（## 使用场景 / ## 操作方法 / ## 为什么值钱），dk 卡结构不全
151:  2. `framework-lobster-opt-one-person-team.md` — 2 处 broken wikilink `[[wujue-architecture]]`（vault 无此卡）
152:  3. `concept-agent-university.md` — 1 处 broken wikilink `[[concept-agent-university-observation]]`（vault 无此卡，且挂在自己 related 首位）
153:  4. `40_outputs/capabilities/skills/shared/deep-debug/SKILL.md` — 缺 frontmatter 4 字段（status/reviewed_by/updated_at/title，title 空违反搜索可达性 R6）+ tags 缺 audience/scene（WARNING）
169:4. deep-debug SKILL.md 补 frontmatter status/reviewed_by/updated_at/title + tags audience/scene（title 建议「Deep Debug 深度调试技能」）
194:**结论**：**PASS A-**。15 卡+1 skill（deep-debug 433 行）+Wave0 翻译 3 篇全部入库合规，任务闭环。流转由 queue_transition.py 执行，队列行 reviewed、本记录落任务单、todos 留痕三写完成。


• I need the full 15-card list of #586. Let me look at the first 执行报告 (initial report) in the task file for the complete card list. Let me read more of the file.#586's 16 cards list:
  1. method-storytelling-with-numbers
  2. method-shizhi-jiangxiang-ten-strategies
  3. method-key-assumption-abcd ✓ (in hits)
  4. dk-koupen-decision-tiering-compromise ✓
  5. tool-ai-koupen-training-partner-design ✓
  6. method-anthropic-skill-design-patterns ✓
  7. framework-muse-ai-full-map-v1 ✓
  8. concept-brooks-three-lies-culture ✓
  9. dk-brooks-cost-of-knowing ✓
  10. method-spin-linking-sales-marketing ✓
  11. framework-lobster-opt-one-person-team ✓
  12. concept-agent-university ✓
  13. case-jovida-ai-life-coach ✓
  14. method-obsidian-km-camp ✓
  15. method-shishiyanshi-evidence-based
  16. case-yitang-jiangxiang-12-practices

  12 of the 17 pending hits are in the #586 batch. So 12 cards are covered by #586 PASS A- (2026-09-01 07:45). Need git log evidence for those.

  Remaining 5 without obvious evidence:
  - dk-p15-unverified (updated 2026-06-29, review_date 2026-06-29 but reviewed_by missing/pending? Its reviewed_by shown in the "pending" filter... wait the filter listed it under reviewed_by pending/missing. Actually from earlier detail: dk-p15-unverified | author=unknown | review_date=2026-06-29. So reviewed_by=pending presumably.
  - high-density-composite-compilation-strategy (2026-06-16, decision)
  - tool-yitang-best-practice-as-golden-finger (review_date 2026-06-28)
  - tool-yitang-channel-industrialization-node-design (review_date 2026-06-28)
  - tool-yitang-channel-scan-cheat-sheet (review_date 2026-06-28)

  Wait, but the earlier "reviewed_by=pending: 17 张" — all 17 in the detail list. The 5 older ones need evidence via git log / task records. Let me check git log for each of the 5 to find review evidence (e.g. commits by ouyangfeng changing status to reviewed, or review records).

  Also for the 12 #586 cards, git log 取证: find commit where status became reviewed or the batch review commit around 09-01 07:45. Let me do git log per file.

  Let me run git log for the 17 files to get the relevant review commits.

• 12 张命中卡属 #586 批（PASS A- 2026-09-01 07:45），另有 5 张老卡待取证。现在用 git log 逐卡取终审佐证。=== 30_wiki/cases/case-jovida-ai-life-coach.md ===
61e755cc5 2026-09-01 06:11 #586 W3-1 case-jovida-ai-life-coach 落盘（pre-submit PASS，W1 框架卡反向链接补齐）
=== 30_wiki/concepts/concept-agent-university.md ===
d743581cb 2026-09-02 08:26 #611 一堂方法论族增量：Eason审计case+事实三问dk（🔴传播限制#322先例）+3存量卡反向补链
faa13f1ff 2026-09-01 07:20 #586 返工重提：欧阳锋 FAIL 清单 6 项修复——dk-brooks 补三节/lobster+agent-university 死链修复/4 概念框架卡补外部验证节(curl 直连 L1 实测)/deep-debug 补 frontmatter；pre-submit 16/16 PASS
6ea1f8acc 2026-09-01 06:15 #586 Wave2 五件入仓：布鲁克斯三谎言概念/求知代价dk/SPIN方法卡/龙虾OPT框架/Agent大学概念（前会话已过pre-submit，补commit）
=== 30_wiki/concepts/concept-brooks-three-lies-culture.md ===
faa13f1ff 2026-09-01 07:20 #586 返工重提：欧阳锋 FAIL 清单 6 项修复——dk-brooks 补三节/lobster+agent-university 死链修复/4 概念框架卡补外部验证节(curl 直连 L1 实测)/deep-debug 补 frontmatter；pre-submit 16/16 PASS
6ea1f8acc 2026-09-01 06:15 #586 Wave2 五件入仓：布鲁克斯三谎言概念/求知代价dk/SPIN方法卡/龙虾OPT框架/Agent大学概念（前会话已过pre-submit，补commit）
=== 30_wiki/dark-knowledges/dk-brooks-cost-of-knowing.md ===
faa13f1ff 2026-09-01 07:20 #586 返工重提：欧阳锋 FAIL 清单 6 项修复——dk-brooks 补三节/lobster+agent-university 死链修复/4 概念框架卡补外部验证节(curl 直连 L1 实测)/deep-debug 补 frontmatter；pre-submit 16/16 PASS
6ea1f8acc 2026-09-01 06:15 #586 Wave2 五件入仓：布鲁克斯三谎言概念/求知代价dk/SPIN方法卡/龙虾OPT框架/Agent大学概念（前会话已过pre-submit，补commit）
=== 30_wiki/dark-knowledges/dk-koupen-decision-tiering-compromise.md ===
130366e68 2026-09-01 06:15 #586 Wave1 七件入仓：数字讲故事/十指讲香本体/关键假设ABCD/口喷决策分档dk/口喷陪练官tool/Anthropic技能设计法/MUSE框架v1（前会话已过pre-submit，本会话实测落盘补commit）
=== 30_wiki/frameworks/framework-lobster-opt-one-person-team.md ===
faa13f1ff 2026-09-01 07:20 #586 返工重提：欧阳锋 FAIL 清单 6 项修复——dk-brooks 补三节/lobster+agent-university 死链修复/4 概念框架卡补外部验证节(curl 直连 L1 实测)/deep-debug 补 frontmatter；pre-submit 16/16 PASS
6ea1f8acc 2026-09-01 06:15 #586 Wave2 五件入仓：布鲁克斯三谎言概念/求知代价dk/SPIN方法卡/龙虾OPT框架/Agent大学概念（前会话已过pre-submit，补commit）
=== 30_wiki/frameworks/framework-muse-ai-full-map-v1.md ===
acc8bf88d 2026-09-02 08:50 vault backup: 2026-09-02 08:50:00
faa13f1ff 2026-09-01 07:20 #586 返工重提：欧阳锋 FAIL 清单 6 项修复——dk-brooks 补三节/lobster+agent-university 死链修复/4 概念框架卡补外部验证节(curl 直连 L1 实测)/deep-debug 补 frontmatter；pre-submit 16/16 PASS
130366e68 2026-09-01 06:15 #586 Wave1 七件入仓：数字讲故事/十指讲香本体/关键假设ABCD/口喷决策分档dk/口喷陪练官tool/Anthropic技能设计法/MUSE框架v1（前会话已过pre-submit，本会话实测落盘补commit）
=== 30_wiki/methods/method-anthropic-skill-design-patterns.md ===
130366e68 2026-09-01 06:15 #586 Wave1 七件入仓：数字讲故事/十指讲香本体/关键假设ABCD/口喷决策分档dk/口喷陪练官tool/Anthropic技能设计法/MUSE框架v1（前会话已过pre-submit，本会话实测落盘补commit）
=== 30_wiki/methods/method-key-assumption-abcd.md ===
130366e68 2026-09-01 06:15 #586 Wave1 七件入仓：数字讲故事/十指讲香本体/关键假设ABCD/口喷决策分档dk/口喷陪练官tool/Anthropic技能设计法/MUSE框架v1（前会话已过pre-submit，本会话实测落盘补commit）
=== 30_wiki/methods/method-obsidian-km-camp.md ===
bddee1fa0 2026-09-01 06:13 #586 W3-2 method-obsidian-km-camp 落盘（pre-submit PASS；MemPalace 58755 stars 实测验证）
=== 30_wiki/methods/method-spin-linking-sales-marketing.md ===
6ea1f8acc 2026-09-01 06:15 #586 Wave2 五件入仓：布鲁克斯三谎言概念/求知代价dk/SPIN方法卡/龙虾OPT框架/Agent大学概念（前会话已过pre-submit，补commit）
=== 30_wiki/tools/tool-ai-koupen-training-partner-design.md ===
130366e68 2026-09-01 06:15 #586 Wave1 七件入仓：数字讲故事/十指讲香本体/关键假设ABCD/口喷决策分档dk/口喷陪练官tool/Anthropic技能设计法/MUSE框架v1（前会话已过pre-submit，本会话实测落盘补commit）


• All 12 #586 cards have commit evidence tying them to #586 batch. Review evidence: #586 task file 终审记录 PASS A- at 2026-09-01 07:45 (documented in task file, and queue row reviewed). Also queue_transition complete happened ~07:20, review PASS 07:37-07:45.

  Now the 5 older cards need evidence check:
  - dk-p15-unverified (2026-06-29, author unknown, review_date 2026-06-29, reviewed_by pending)
  - high-density-composite-compilation-strategy (2026-06-16, decision)
  - tool-yitang-best-practice-as-golden-finger (review_date 2026-06-28)
  - tool-yitang-channel-industrialization-node-design (review_date 2026-06-28)
  - tool-yitang-channel-scan-cheat-sheet (review_date 2026-06-28)

  Interesting: three of them already have review_date but reviewed_by=pending. Let me check git log for those 5 to find who/when status was set to reviewed, and search for review records (task files / dashboards) that reviewed them.

• 12 张 #586 卡全部有 commit 佐证。再查 5 张老卡的终审佐证。=== 30_wiki/dark-knowledges/dk-p15-unverified.md ===
42446b1b0 2026-08-24 21:23 feat(tags): #499 无轴小域按复用轴映射治理 52 卡（#426 收官解封）
ccaa8bf25 2026-08-24 03:13 feat(domain): #493 域归域治理——yitang 拆分 + unknown 补域 + 来源词清 tags
cf96cc077 2026-08-22 20:24 feat(links): #411 第十九批 related-asymmetry 回填——250 条（154 张卡：domains/dk/tools 广覆盖）
fe8afe606 2026-08-04 02:33 vault backup: 2026-08-04 02:33:09
4982e69b8 2026-06-30 03:52 vault backup: 2026-06-30 03:52:05
0021bf538 2026-06-29 01:44 vault backup: 2026-06-29 01:44:32
a092d139f 2026-06-28 13:47 vault backup: 2026-06-28 13:47:43
a4be4726e 2026-06-28 13:10 vault backup: 2026-06-28 13:10:43
=== 30_wiki/decisions/high-density-composite-compilation-strategy.md ===
e7e171d1d 2026-08-24 19:52 feat(tags): #426 第十九批 kdo 收官 + ai-collab 50 卡 tags 治理
ccaa8bf25 2026-08-24 03:13 feat(domain): #493 域归域治理——yitang 拆分 + unknown 补域 + 来源词清 tags
4670363fa 2026-08-22 20:46 feat(links): #411 第二十三批 related-asymmetry 回填——250 条（186 张卡：tools/cases 广覆盖）
5129aa1df 2026-08-19 01:58 chore(metadata): #371 cleanup — 635 cards frontmatter normalized
4982e69b8 2026-06-30 03:52 vault backup: 2026-06-30 03:52:05
8eb235555 2026-06-28 18:18 vault backup: 2026-06-28 18:18:06
5af7db307 2026-06-28 18:04 vault backup: 2026-06-28 18:04:48
4be8dc2fc 2026-06-28 12:54 vault backup: 2026-06-28 12:54:29
=== 30_wiki/tools/tool-yitang-best-practice-as-golden-finger.md ===
ccaa8bf25 2026-08-24 03:13 feat(domain): #493 域归域治理——yitang 拆分 + unknown 补域 + 来源词清 tags
fc6a660d0 2026-08-22 17:23 feat(links): #411 第十四批 related-asymmetry 回填——250 条（113 张卡：tools 设计域 + 案例锚点）
26d374305 2026-08-06 20:47 vault backup: 2026-08-06 20:47:07
a465099db 2026-08-03 03:17 vault backup: 2026-08-03 03:17:38
c9ca9eac5 2026-07-26 21:57 vault backup: 2026-07-26 21:57:39
93b7360e0 2026-07-26 20:49 vault backup: 2026-07-26 20:49:22
1a809c577 2026-07-05 04:08 vault backup: 2026-07-05 04:08:24
b8915648a 2026-07-02 19:33 vault backup: 2026-07-02 19:33:23
=== 30_wiki/tools/tool-yitang-channel-industrialization-node-design.md ===
f3a0bf336 2026-08-24 22:37 feat(tags): #500 第二批小域 65 卡映射治理（#426 收官）
ccaa8bf25 2026-08-24 03:13 feat(domain): #493 域归域治理——yitang 拆分 + unknown 补域 + 来源词清 tags
f0deb9af5 2026-08-22 19:56 feat(links): #411 第十六批 related-asymmetry 回填——250 条（164 张卡：domains/cases/personal-os 广覆盖）
fc6a660d0 2026-08-22 17:23 feat(links): #411 第十四批 related-asymmetry 回填——250 条（113 张卡：tools 设计域 + 案例锚点）
26d374305 2026-08-06 20:47 vault backup: 2026-08-06 20:47:07
a465099db 2026-08-03 03:17 vault backup: 2026-08-03 03:17:38
c9ca9eac5 2026-07-26 21:57 vault backup: 2026-07-26 21:57:39
93b7360e0 2026-07-26 20:49 vault backup: 2026-07-26 20:49:22
=== 30_wiki/tools/tool-yitang-channel-scan-cheat-sheet.md ===
ccaa8bf25 2026-08-24 03:13 feat(domain): #493 域归域治理——yitang 拆分 + unknown 补域 + 来源词清 tags
c647d56e8 2026-08-22 20:32 feat(links): #411 第二十批 related-asymmetry 回填——250 条（157 张卡：dk 战略域 + tools/cases）
fc6a660d0 2026-08-22 17:23 feat(links): #411 第十四批 related-asymmetry 回填——250 条（113 张卡：tools 设计域 + 案例锚点）
4ca684c54 2026-08-22 16:58 feat(links): #411 第十二批 related-asymmetry 回填——250 条（86 张卡：tools/dk/domains 域）
26d374305 2026-08-06 20:47 vault backup: 2026-08-06 20:47:07
a465099db 2026-08-03 03:17 vault backup: 2026-08-03 03:17:38
c9ca9eac5 2026-07-26 21:57 vault backup: 2026-07-26 21:57:39
93b7360e0 2026-07-26 20:49 vault backup: 2026-07-26 20:49:22


• The 5 older cards have no explicit review commit — only vault backups and metadata-batch commits. No task record with review evidence found in git log. Per task spec: 对找不到终审佐证的卡，不改状态，单列清单报王语嫣.

  But wait — I should do a bit more evidence hunting for the 5: search 60_feedback/tasks and dashboard for these card ids reviewed. Quick grep for card ids in task files.

• 5 张老卡 git log 无显式终审 commit。再 grep 任务单/看板里有无这 5 卡的终审记录佐证。=== dk-p15-unverified ===
60_feedback/tasks/task_20260825_laowantong-src-unknown-body-backfill/清单-src-unknown-body.md
=== high-density-composite-compilation-strategy ===
60_feedback/tasks/task_20260825_laowantong-src-unknown-body-backfill/清单-src-unknown-body.md
70_product/tasks/HALT-stop-individual-cards-start-composite.md
=== tool-yitang-best-practice-as-golden-finger ===
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md
60_feedback/tasks/task_20260629_kimi-lint-content-debt-by-domain.md
60_feedback/tasks/task_20260702_laowantong-yitang-scientific-sales-methodology-production.md
=== tool-yitang-channel-industrialization-node-design ===
60_feedback/tasks/review_20260628_ouyangfeng-channel-growth.md
60_feedback/tasks/task_20260627_laowantong-channel-growth-cards.md
60_feedback/tasks/task_20260629_kimi-lint-content-debt-by-domain.md
60_feedback/tasks/task_20260822_laowantong-related-asymmetry-backfill.md
=== tool-yitang-channel-scan-cheat-sheet ===
60_feedback/tasks/review_20260628_ouyangfeng-channel-growth.md
60_feedback/tasks/task_20260627_laowantong-channel-growth-cards.md
60_feedback/tasks/task_20260629_kimi-lint-content-debt-by-domain.md


• Interesting — `review_20260628_ouyangfeng-channel-growth.md` exists and references the two channel tool cards. And `task_20260627_laowantong-deliberate-practice-cards.md` references best-practice card. These may be review records. Let me check those review files to see if they contain PASS verdicts for the specific cards. Also check the channel-growth task's review. And tool-yitang cards have review_date 2026-06-28 already — consistent with review_20260628_ouyangfeng-channel-growth.md.

• 发现 `review_20260628_ouyangfeng-channel-growth.md` 可能是终审记录。逐一核对内容。60_feedback/tasks/review_20260628_ouyangfeng-channel-growth.md-57-|:---:|:---|:---|:---|:---|
60_feedback/tasks/review_20260628_ouyangfeng-channel-growth.md-58-| 6 | `30_wiki/tools/tool-yitang-growth-flywheel-design.md` | tool | 增长飞轮设计工具：从业务要素到增强回路 | worksheet、因果强度检查表 |
60_feedback/tasks/review_20260628_ouyangfeng-channel-growth.md:59:| 7 | `30_wiki/tools/tool-yitang-channel-scan-cheat-sheet.md` | tool | 渠道扫描小抄：线上/线下/转化/推荐获客清单 | 分类完整性、可直接使用 |
60_feedback/tasks/review_20260628_ouyangfeng-channel-growth.md-60-| 8 | `30_wiki/tools/tool-yitang-channel-scoring-matrix.md` | tool | 渠道预判评分矩阵：科学排序候选渠道 | 评分维度、示例 |
60_feedback/tasks/review_20260628_ouyangfeng-channel-growth.md-61-| 9 | `30_wiki/tools/tool-yitang-referral-channel-optimization.md` | tool | 老带新渠道优化工具：动力 × 触点 × 阻力 | 检查清单、优化动作表 |
60_feedback/tasks/review_20260628_ouyangfeng-channel-growth.md:62:| 10 | `30_wiki/tools/tool-yitang-channel-industrialization-node-design.md` | tool | 工业化生产节点设计工具：把复杂交付变成可控流程 | 四种节点定义、worksheet |
60_feedback/tasks/review_20260628_ouyangfeng-channel-growth.md-63-| 11 | `30_wiki/tools/tool-yitang-industry-channel-arsenal-index.md` | tool | 24 行业获客清单索引：跨行业渠道灵感库 | 不要复制 24 行业、按类型提炼 |
60_feedback/tasks/review_20260628_ouyangfeng-channel-growth.md-64-| 12 | `30_wiki/dark-knowledges/dk-yitang-channel-exploration-traps.md` | dk | 渠道探索常见陷阱：18 万字共建作业里的血泪教训 | 7-10 个陷阱、症状→根因→修复 |
60_feedback/tasks/review_20260628_ouyangfeng-channel-growth.md-65-
60_feedback/tasks/review_20260628_ouyangfeng-channel-growth.md-66-### 案例卡（13 张）
--
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-133-- related ≥ 5
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-134-
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md:135:#### 2.5 `tool-yitang-best-practice-as-golden-finger`
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-136-
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-137-| 字段 | 要求 |
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-138-|:---|:---|
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-139-| type | tool |
--
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-373-| framework-yitang-three-ring-ability-focus | framework | enriched | 30_wiki/frameworks/framework-yitang-three-ring-ability-focus.md |
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-374-| concept-yitang-comfort-stretch-panic-zones | concept | enriched | 30_wiki/concepts/concept-yitang-comfort-stretch-panic-zones.md |
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md:375:| tool-yitang-best-practice-as-golden-finger | tool | enriched | 30_wiki/tools/tool-yitang-best-practice-as-golden-finger.md |
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-376-| tool-yitang-feedback-self-check | tool | enriched | 30_wiki/tools/tool-yitang-feedback-self-check.md |
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-377-| framework-ai-deliberate-practice-loop | framework | enriched | 30_wiki/frameworks/framework-ai-deliberate-practice-loop.md |
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-378-| case-yitang-poker-parameterized-practice | case | enriched | 30_wiki/cases/case-yitang-poker-parameterized-practice.md |
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-379-| case-yitang-sales-routine-deconstruction | case | enriched | 30_wiki/cases/case-yitang-sales-routine-deconstruction.md |
--
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-455-| framework-yitang-three-ring-ability-focus | P0 framework | deep | Critique/失败模式/关联齐全；自攻击指出的「前三年后五年」评分表、Cal Newport 外部来源、职业转型期边界均已补。 |
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-456-| concept-yitang-comfort-stretch-panic-zones | P1 concept | deep | 四区定义、常见误解、失败模式完整；审查中补注了 110%-120%、10%-30% 等经验参数的来源待核。 |
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md:457:| tool-yitang-best-practice-as-golden-finger | P1 tool | deep | 操作步骤/典型场景/失败模式完整；审查中补注了「超过 80% 的同行」的置信度与来源。 |
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-458-| tool-yitang-feedback-self-check | P1 tool | deep | 三种机制/操作清单/典型场景完整；审查中补注了 27-28 个版本、10 张段位图、2-3 个同伴、5-7 个维度等口述数字的置信度。 |
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-459-| framework-ai-deliberate-practice-loop | P1 framework（跨域桥接） | deep | 六段齐全；同时回答了「AI 给刻意练习带来什么」和「刻意练习给 AI 协作带来什么」。自攻击 🟡 问题已修复（2024 预印本、成本/隐私约束、固定套路稳定性说明）。 |
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-460-| case-yitang-poker-parameterized-practice | P2 case | deep | 叙事完整，关键数字已按 `[conf=..., source=...]` 标注，迁移价值与失败模式完整。 |
60_feedback/tasks/task_20260627_laowantong-deliberate-practice-cards.md-461-| case-yitang-sales-routine-deconstruction | P2 case | deep | 数字已标注，常见误解/失败风险/迁移价值完整。 |
--
60_feedback/tasks/task_20260702_laowantong-yitang-scientific-sales-methodology-production.md-236-8. **Anti-patterns**：工具由不一线人员编写、话术像台词脚本、工具不迭代、工具与场景背离。
60_feedback/tasks/task_20260702_laowantong-yitang-scientific-sales-methodology-production.md-237-9. **Critique**：≥3 个外部反对者 + ≥2 个内部局限。
